ID,term,concept,source,source_type,retrieval_date,hyperlink,definition,def_clean,source_work_title,source_book_title,source_work_url,def_ID,cluster,cluster_name
IGI_ontology_29,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,The study of beliefs about the nature of reality.,study beliefs nature reality,"Interrogating White Saviorism, Fragility, and Innocence in K-12 Teacher Education: An Ontology of Radical Love",Handbook of Research on Social Justice and Equity in Education,https://www.igi-global.com/book/handbook-research-social-justice-equity/279262,ontology_artificial_intelligence__63,2,Knowledge and Conceptual Foundations
IGI_ontology_3,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,The baic theory and terminology that characterize some phenomenon of interest.,baic theory terminology characterize phenomenon interest,Supporting Decisional Episodes,Encyclopedia of Decision Making and Decision Support Technologies,https://www.igi-global.com/book/encyclopedia-decision-making-decision-support/348,ontology_artificial_intelligence__64,2,Knowledge and Conceptual Foundations
IGI_ontology_30,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Ontologies define how the ideals and beliefs of reality are perceived by individual or group of individuals. Ontologies are definitions and ordering systems of a world view. These world views limit the willingness of a group or individual to accept a new concept or idea depending on how that concept fits with the existing perception of order.,ontologies define ideals beliefs reality perceived individual group individuals ontologies definitions ordering systems world view world views limit willingness group individual accept new concept idea depending concept fits existing perception order,Applying Critical Thinking Skills on the World Wide Web,Encyclopedia of Information Technology Curriculum Integration,https://www.igi-global.com/book/encyclopedia-information-technology-curriculum-integration/363,ontology_artificial_intelligence__65,2,Knowledge and Conceptual Foundations
IGI_ontology_31,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Study of being and its nature.,study nature,Post-Hofstedean Approaches to Culture,Examining Cultural Perspectives in a Globalized World,https://www.igi-global.com/book/examining-cultural-perspectives-globalized-world/226988,ontology_artificial_intelligence__66,2,Knowledge and Conceptual Foundations
IGI_ontology_32,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Ontology is the branch of philosophy that is concerned with the description of a domain, the objects in such a domain, and their relations that exist among these objects.",ontology branch philosophy concerned description domain objects domain relations exist among objects,What Economics Can Learn From Ontology: Toward an Interdisciplinary Reconciliation,Examining the Relationship Between Economics and Philosophy,https://www.igi-global.com/book/examining-relationship-between-economics-philosophy/230948,ontology_artificial_intelligence__67,2,Knowledge and Conceptual Foundations
IGI_ontology_33,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"It is a specification of a conceptualization. Ontology is a description (like a formal specification of a program) of the concepts and relationships that can exist for an agent or a community of agents. This definition is consistent with the usage of ontology as set-of-concept-definitions, but more general.",specification conceptualization ontology description like formal specification program concepts relationships can exist agent community agents definition consistent usage ontology set concept definitions general,Definition of a Pervasive Architecture for a Central Monitoring of Homecare Systems,Handbook of Research on Trends in the Diagnosis and Treatment of Chronic Conditions,https://www.igi-global.com/book/handbook-research-trends-diagnosis-treatment/129613,ontology_artificial_intelligence__68,2,Knowledge and Conceptual Foundations
IGI_ontology_34,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information systems is an important enabler for supply chain management. There are diverse types of data to be shared across the supply chain, namely – order, inventory, shipment , and customer service . Consequently, information about these issues needs to be shared to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and / or machine agents agree on common and explicit business-related concepts (the shared conceptualization among hardware / software-agents, customers, and service providers) are known as explicit ontologies; and this help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information systems important enabler supply chain management diverse types data shared across supply chain namely order inventory shipment customer service consequently information issues needs shared achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualization among hardware software agents customers service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,Internet of Things Applications Architecture for Industrial Interoperability Business Service,Handbook of Research on Advancements in AI and IoT Convergence Technologies,https://www.igi-global.com/book/handbook-research-advancements-iot-convergence/305117,ontology_artificial_intelligence__69,2,Knowledge and Conceptual Foundations
IGI_ontology_35,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A structural framework for organizing information by its semantic, forming a knowledge representation about the world or some part of it.",structural framework organizing information semantic forming knowledge representation world part,Towards E-Government Information Platforms for Enterprise 2.0,"Handbook of Research on Enterprise 2.0: Technological, Social, and Organizational Dimensions",https://www.igi-global.com/book/handbook-research-enterprise/75485,ontology_artificial_intelligence__70,2,Knowledge and Conceptual Foundations
IGI_ontology_36,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"is one of the essential ingredients in the layered technologies of the Semantic Web. An ontology provides a vocabulary of consolidated concepts arranged in types and categories in well-defined structure for unambiguous use in a specific domain. An ontology in computer science is normally accompanied with a language, usually in an XML representation, for defining the vocabulary and specifying the relationships between the concepts in the vocabulary, e.g. Web Ontology Language (OWL), and Web Services Modeling Language (WSML).",one essential ingredients layered technologies semantic web ontology provides vocabulary consolidated concepts arranged types categories well defined structure unambiguous use specific domain ontology computer science normally accompanied language usually xml representation defining vocabulary specifying relationships concepts vocabulary e g web ontology language owl web services modeling language wsml,Semantic Business Process Management: Applying Ontologies in BPM,Handbook of Research on Business Process Modeling,https://www.igi-global.com/book/handbook-research-business-process-modeling/445,ontology_artificial_intelligence__71,2,Knowledge and Conceptual Foundations
IGI_ontology_37,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A representation of a certain domain, through the definition of concepts, relationships between concepts, and instances of concepts.",representation certain domain definition concepts relationships concepts instances concepts,Semantic Web Adaptation,Encyclopedia of Information Communication Technology,https://www.igi-global.com/book/encyclopedia-information-communication-technology/359,ontology_artificial_intelligence__72,2,Knowledge and Conceptual Foundations
IGI_ontology_38,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Ontology is the branch of philosophy that concepts such as existence, being, becoming, and reality.",ontology branch philosophy concepts existence becoming reality,Creative Leadership: A Multidisciplinary Approach to Creativity,"Achieving Sustainability Using Creativity, Innovation, and Education: A Multidisciplinary Approach",https://www.igi-global.com/book/achieving-sustainability-using-creativity-innovation/266387,ontology_artificial_intelligence__73,2,Knowledge and Conceptual Foundations
IGI_ontology_4,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A philosophical study about being and existence, and their categories and relations.",philosophical study existence categories relations,Duality of Natural and Technological Explanations,Handbook of Research on Maximizing Cognitive Learning through Knowledge Visualization,https://www.igi-global.com/book/handbook-research-maximizing-cognitive-learning/120092,ontology_artificial_intelligence__74,2,Knowledge and Conceptual Foundations
IGI_ontology_40,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Is a formal, machine-readable representation of a specific body of knowledge. The ontology would typically include the definition of the relevant concepts, categories, properties and the relationships between them.",formal machine readable representation specific body knowledge ontology typically include definition relevant concepts categories properties relationships,Mind the Gap: From Typical LMS Traces to Learning to Learn Journeys,Applying Data Science and Learning Analytics Throughout a Learner’s Lifespan,https://www.igi-global.com/book/applying-data-science-learning-analytics/280305,ontology_artificial_intelligence__75,2,Knowledge and Conceptual Foundations
IGI_ontology_42,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A formal explicit description of concepts (called classes) in a domain of discourse, properties of each concept describing various features and attributes of the concept, instances (specific objects in the domain of interest), and restrictions on properties. The properties are binary relationships on concepts.",formal explicit description concepts called classes domain discourse properties concept describing various features attributes concept instances specific objects domain interest restrictions properties properties binary relationships concepts,Software Design Based on Using Ontologies and Algorithm Algebra,Formal and Adaptive Methods for Automation of Parallel Programs Construction: Emerging Research and Opportunities,https://www.igi-global.com/book/formal-adaptive-methods-automation-parallel/220805,ontology_artificial_intelligence__76,2,Knowledge and Conceptual Foundations
IGI_ontology_43,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Refers to what is researched (the nature of things).,refers researched nature things,Combining Scientific Worldviews in Mixed Methods Research,Handbook of Research on Mixed Methods Research in Information Science,https://www.igi-global.com/book/handbook-research-mixed-methods-research/273623,ontology_artificial_intelligence__77,2,Knowledge and Conceptual Foundations
IGI_ontology_44,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Ontology is a cognitive artefact allowing the shared design and operation for knowledge. Ontology is composed from concepts related to a domain of interest linked with relations.,ontology cognitive artefact allowing shared design operation knowledge ontology composed concepts related domain interest linked relations,A Trajectory Ontology Design Pattern for Semantic Trajectory Data Warehouses: Behavior Analysis and Animal Tracking Case Studies,Emerging Perspectives in Big Data Warehousing,https://www.igi-global.com/book/emerging-perspectives-big-data-warehousing/189775,ontology_artificial_intelligence__78,2,Knowledge and Conceptual Foundations
IGI_ontology_45,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Structure that defines concepts and their relations in a specific domain.,structure defines concepts relations specific domain,Emotional Context? Or Contextual Emotions?,Handbook of Research on Synthesizing Human Emotion in Intelligent Systems and Robotics,https://www.igi-global.com/book/handbook-research-synthesizing-human-emotion/112192,ontology_artificial_intelligence__79,2,Knowledge and Conceptual Foundations
IGI_ontology_46,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information systems is an important enabler for supply chain management. There are diverse types of data to be shared across supply chain, namely order, inventory, shipment, and customer service. Consequently, information about these issues needs to be shared in order to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and/or machine agents agree on common and explicit business-related concepts (the shared conceptualization among hardware/software agents customers, and service providers) are known as explicit ontologies; and this help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information systems important enabler supply chain management diverse types data shared across supply chain namely order inventory shipment customer service consequently information issues needs shared order achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualization among hardware software agents customers service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,Integrating Heterogeneous Enterprise Data Using Ontology in Supply Chain Management,Big Data and Knowledge Sharing in Virtual Organizations,https://www.igi-global.com/book/big-data-knowledge-sharing-virtual/207706,ontology_artificial_intelligence__80,2,Knowledge and Conceptual Foundations
IGI_ontology_47,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"An ontology is a controlled vocabulary that describes objects and the relations between them in a formal way, and has a grammar for using the vocabulary terms to express something meaningful within a specified domain of interest.",ontology controlled vocabulary describes objects relations formal way grammar using vocabulary terms express something meaningful within specified domain interest,An Ontology Driven Model for E-Learning in K-12 Education,Handbook of Research on Instructional Systems and Technology,https://www.igi-global.com/book/handbook-research-instructional-systems-technology/482,ontology_artificial_intelligence__81,2,Knowledge and Conceptual Foundations
IGI_ontology_48,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"An abstract yet systematic description of the information contained in an object within a self-declared domain. Ontologies are often used, in databases, to describe their data with their relations and how they correspond to similar data entities in other databases.",abstract yet systematic description information contained object within self declared domain ontologies often used databases describe data relations correspond similar data entities databases,Integrating Heterogeneous Data for Big Data Analysis,Handbook of Research on Cloud Infrastructures for Big Data Analytics,https://www.igi-global.com/book/handbook-research-cloud-infrastructures-big/95028,ontology_artificial_intelligence__82,2,Knowledge and Conceptual Foundations
IGI_ontology_49,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Formal representation of a set of concepts within a domain and the relationships between those concepts.,formal representation set concepts within domain relationships concepts,Enhancing the Efficiency of ICT by Spatial Data Interoperability,"Handbook of Research on Green ICT: Technology, Business and Social Perspectives",https://www.igi-global.com/book/handbook-research-green-ict/41916,ontology_artificial_intelligence__83,2,Knowledge and Conceptual Foundations
IGI_ontology_5,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"The branch of philosophy known as ontology studies concepts like existence, being, becoming, and reality. It addresses issues such as how entities are classified into fundamental categories and which of these entities exist at the most fundamental level.",branch philosophy known ontology studies concepts like existence becoming reality addresses issues entities classified fundamental categories entities exist fundamental level,An Ontology-Based Indigenous Knowledge Management Portal for Subfertility of Females,Handbook of Research on Protecting and Managing Global Indigenous Knowledge Systems,https://www.igi-global.com/book/handbook-research-protecting-managing-global/264264,ontology_artificial_intelligence__84,2,Knowledge and Conceptual Foundations
IGI_ontology_50,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Questions regarding our assumptions of being, reality existence, what does it mean to be? Ontological questions are often followed by epistemological questions, i.e. how can we know anything about being. Both ontological and epistemological questions are investigations of the boundaries of knowledge and existence. Ontology deals with questions concerning what entities exist or can be said to exist, and how such entities can be grouped, related within a hierarchy, and subdivided according to similarities and differences.",questions regarding assumptions reality existence mean ontological questions often followed epistemological questions e can know anything ontological epistemological questions investigations boundaries knowledge existence ontology deals questions concerning entities exist can said exist entities can grouped related within hierarchy subdivided according similarities differences,The Ontology of the Subject in Digitalization,Handbook of Research on Technoself: Identity in a Technological Society,https://www.igi-global.com/book/handbook-research-technoself/67420,ontology_artificial_intelligence__85,2,Knowledge and Conceptual Foundations
IGI_ontology_51,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Related to how we view the nature of the external world. The two extreme positions are:,related view nature external world two extreme positions,Employing a Grounded Theory Approach for MIS Research,Handbook of Research on Contemporary Theoretical Models in Information Systems,https://www.igi-global.com/book/handbook-research-contemporary-theoretical-models/454,ontology_artificial_intelligence__86,2,Knowledge and Conceptual Foundations
IGI_ontology_52,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"The term ontology essentially refers to the study of being or existence. It seeks to describe or posit the basic categories and relationships of being or existence to define entities and types of entities within its frame work. In Greek philosophy, ontology means understanding the eternal reality (Reginald, 1985). Plato defined the reality as primary and the perception and experience of reality as secondary. Socrates held the similar view that the purpose of learning was to recognize eternal truth and therefore the instruction was to remind someone of something already known and accepted as true (Spector, 2001). This classical view of ontology has changed due to a realization that the explication and uncovering of external reality involve human perceiver and that human judgment with respect to such uncovering is subject to error. One of the assumptions of modern ontology is that instruction should focus on bodies of knowledge rather than individual knowledge. Instead of relying on one-to-one correspondence between individual beliefs and external reality, the modern ontology proposes a coherence theory of truth in which acceptance or rejection of new beliefs should be based on how well new beliefs fit with and how coherent they are with the established beliefs (Quine & Ullian, 1978; Spector, 2001). This assumption is important in that it influences the formation of ontology in computer science in which the shared conceptualization of reality across knowledge domains is emphasized.",term ontology essentially refers study existence seeks describe posit basic categories relationships existence define entities types entities within frame work greek philosophy ontology means understanding eternal reality reginald 1985 plato defined reality primary perception experience reality secondary socrates held similar view purpose learning recognize eternal truth therefore instruction remind someone something already known accepted true spector 2001 classical view ontology changed due realization explication uncovering external reality involve human perceiver human judgment respect uncovering subject error one assumptions modern ontology instruction focus bodies knowledge rather individual knowledge instead relying one one correspondence individual beliefs external reality modern ontology proposes coherence theory truth acceptance rejection new beliefs based well new beliefs fit coherent established beliefs quine ullian 1978 spector 2001 assumption important influences formation ontology computer science shared conceptualization reality across knowledge domains emphasized,An Ontological Approach to Online Instructional Design,Handbook of Research on Human Performance and Instructional Technology,https://www.igi-global.com/book/handbook-research-human-performance-instructional/475,ontology_artificial_intelligence__87,2,Knowledge and Conceptual Foundations
IGI_ontology_53,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A description of a knowledge domain in a machine-understandable format, using classes, attributes, relations, restrictions and logic rules.",description knowledge domain machine understandable format using classes attributes relations restrictions logic rules,Towards Interoperable and Extendable Clinical Pedigrees in Healthcare Information Systems,Encyclopedia of E-Health and Telemedicine,https://www.igi-global.com/book/encyclopedia-health-telemedicine/141916,ontology_artificial_intelligence__88,2,Knowledge and Conceptual Foundations
IGI_ontology_54,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information systems is an important enabler for supply chain management. There are diverse types of data to be shared across supply chain, namely – order, inventory, shipment, and customer service. Consequently, information about these issues needs to be shared in order to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and / or machine agents agree on common and explicit business-related concepts (the shared conceptualization among hardware / software agents, and service providers) are known as explicit ontologies; and this help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information systems important enabler supply chain management diverse types data shared across supply chain namely order inventory shipment customer service consequently information issues needs shared order achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualization among hardware software agents service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,Semantic Web Service for Global Apparel Business,Optimizing Current Strategies and Applications in Industrial Engineering,https://www.igi-global.com/book/optimizing-current-strategies-applications-industrial/216511,ontology_artificial_intelligence__89,2,Knowledge and Conceptual Foundations
IGI_ontology_55,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,A description of a concept with a common understanding in a particular domain.,description concept common understanding particular domain,Dynamic Adaptation in Ubiquitous Services: A Conceptual Architecture,Handbook of Research on Architectural Trends in Service-Driven Computing,https://www.igi-global.com/book/handbook-research-architectural-trends-service/102201,ontology_artificial_intelligence__90,2,Knowledge and Conceptual Foundations
IGI_ontology_56,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Set of terms of knowledge, which includes vocabulary, relationships and a set of logical rules and inference about a particular domain.",set terms knowledge includes vocabulary relationships set logical rules inference particular domain,Model Based on Ontological Engineering as Support for Stakeholder Management,Handbook of Research on Project Management Strategies and Tools for Organizational Success,https://www.igi-global.com/book/handbook-research-project-management-strategies/234643,ontology_artificial_intelligence__91,2,Knowledge and Conceptual Foundations
IGI_ontology_57,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A term that comes from philosophy. In KE/KM, an ontology is a formal naming and definition of the types, properties, and interrelationships of the entities that really or fundamentally exist for a particular domain of discourse. It is thus a practical application of philosophical ontology, with a taxonomy A KE/KM ontology compartmentalizes the variables needed for some set of computations and establishes the relationships between them; thus, an ontology is used to limit complexity and to organize and structure information.",term comes philosophy ke km ontology formal naming definition types properties interrelationships entities really fundamentally exist particular domain discourse thus practical application philosophical ontology taxonomy ke km ontology compartmentalizes variables needed set computations establishes relationships thus ontology used limit complexity organize structure information,Philosophy in the Knowledge Structure Pyramid: Knowledge Elicitation and Management,"Current Issues and Trends in Knowledge Management, Discovery, and Transfer",https://www.igi-global.com/book/current-issues-trends-knowledge-management/235705,ontology_artificial_intelligence__92,2,Knowledge and Conceptual Foundations
IGI_ontology_58,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Ontology is a formal naming and definition of the types, properties, and interrelationships of the entities that exist in a particular domain of discourse.",ontology formal naming definition types properties interrelationships entities exist particular domain discourse,Principles of Natural Language Processing and Adaptive Courseware in E-Assessments: Empirical Evaluations,Handbook of Research on E-Assessment in Higher Education,https://www.igi-global.com/book/handbook-research-assessment-higher-education/193699,ontology_artificial_intelligence__93,2,Knowledge and Conceptual Foundations
IGI_ontology_59,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,The approach to conceptualize knowledge in a field of study.,approach conceptualize knowledge field study,Methodological Rationale,Theoretical and Practical Approaches to Social Innovation,https://www.igi-global.com/book/theoretical-practical-approaches-social-innovation/244507,ontology_artificial_intelligence__94,2,Knowledge and Conceptual Foundations
IGI_ontology_6,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,The branch of metaphysics which considers the concept of existence and the nature of being.,branch metaphysics considers concept existence nature,Phenomenology: Conceptually Framing Phenomenological Research Design and Methodology,Conceptual Analyses of Curriculum Inquiry Methodologies,https://www.igi-global.com/book/conceptual-analyses-curriculum-inquiry-methodologies/273624,ontology_artificial_intelligence__95,2,Knowledge and Conceptual Foundations
IGI_ontology_60,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information systems is an important enabler for supply chain management. There are diverse types of data to be shared across supply chain, namely – order, inventory, shipment , and customer service . Consequently, information about these issues needs to be shared to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and / or machine agents agree on common and explicit business-related concepts (the shared conceptualization among hardware / software-agents, customers, and service providers) are known as explicit ontologies; and this help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information systems important enabler supply chain management diverse types data shared across supply chain namely order inventory shipment customer service consequently information issues needs shared achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualization among hardware software agents customers service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,A Framework to Data Integration for an Internet of Things Supporting Manufacturing Supply Chain Operation,"Advanced Concepts, Methods, and Applications in Semantic Computing",https://www.igi-global.com/book/advanced-concepts-methods-applications-semantic/256637,ontology_artificial_intelligence__96,2,Knowledge and Conceptual Foundations
IGI_ontology_61,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,Ontology is a cognitive artifact allowing the shared design and operation for knowledge. Ontology is composed from concepts related to a domain of interest linked with relations.,ontology cognitive artifact allowing shared design operation knowledge ontology composed concepts related domain interest linked relations,Towards the Integration of Trajectory Information Sources for Semantic Conflicts Detection Purpose: A Trajectory Ontology Based Approach,Handbook of Research on Geographic Information Systems Applications and Advancements,https://www.igi-global.com/book/handbook-research-geographic-information-systems/153857,ontology_artificial_intelligence__97,2,Knowledge and Conceptual Foundations
IGI_ontology_62,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"A formal description of knowledge, presented as a set of concepts, data entries or entities having a specific meaning within a domain of knowledge or discourse, together with the relationships that exist among them.",formal description knowledge presented set concepts data entries entities specific meaning within domain knowledge discourse together relationships exist among,Impact of Industry 4.0 in Architecture and Cultural Heritage: Artificial Intelligence and Semantic Web Technologies to Empower Interoperability and Data Usage,Impact of Industry 4.0 on Architecture and Cultural Heritage,https://www.igi-global.com/book/impact-industry-architecture-cultural-heritage/231903,ontology_artificial_intelligence__98,2,Knowledge and Conceptual Foundations
IGI_ontology_63,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,It is a formal specification of a conceptualization; it defines a common vocabulary to share information in a domain.,formal specification conceptualization defines common vocabulary share information domain,Artificial Emotional Intelligence in Virtual Creatures,Handbook of Research on Synthetic Emotions and Sociable Robotics: New Applications in Affective Computing and Artificial Intelligence,https://www.igi-global.com/book/handbook-research-synthetic-emotions-sociable/507,ontology_artificial_intelligence__99,2,Knowledge and Conceptual Foundations
IGI_ontology_64,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information system is an important enabler for supply chain management. There are different types of data to be shared across supply chain, namely – order, demand, inventory, shipment, and customer service. Consequently, information about these issues needs to be shared in order to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and/or machine agents agree on common and explicit business related concepts (the shared conceptualizations among hardware/software agents, customers, and service providers) are known as explicit ontologies; and these help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information system important enabler supply chain management different types data shared across supply chain namely order demand inventory shipment customer service consequently information issues needs shared order achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualizations among hardware software agents customers service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,Semantically Enhanced Web Service for Global Supply Chain Disruption Management,Digitalization of Decentralized Supply Chains During Global Crises,https://www.igi-global.com/book/digitalization-decentralized-supply-chains-during/258350,ontology_artificial_intelligence__100,2,Knowledge and Conceptual Foundations
IGI_ontology_65,Ontology,Ontology (Artificial Intelligence),IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/ontology/21117,"Information sharing among supply chain business partners using information systems is an important enabler for supply chain management. There are diverse types of data to be shared across supply chain, namely – order, inventory, shipment, and customer service. Consequently, information about these issues needs to be shared in order to achieve efficiency and effectiveness in supply chain management. In this way, information-sharing activities require that human and / or machine agents agree on common and explicit business-related concepts (the shared conceptualization among hardware / software agents customers, and service providers) are known as explicit ontologies; and this help to exchange data and derived knowledge out of the data to achieve collaborative goals of business operations.",information sharing among supply chain business partners using information systems important enabler supply chain management diverse types data shared across supply chain namely order inventory shipment customer service consequently information issues needs shared order achieve efficiency effectiveness supply chain management way information sharing activities require human machine agents agree common explicit business related concepts shared conceptualization among hardware software agents customers service providers known explicit ontologies help exchange data derived knowledge data achieve collaborative goals business operations,Ontology-Assisted Enterprise Information Systems Integration in Manufacturing Supply Chain,Handbook of Research on Developments and Trends in Industrial and Materials Engineering,https://www.igi-global.com/book/handbook-research-developments-trends-industrial/234495,ontology_artificial_intelligence__101,2,Knowledge and Conceptual Foundations
